Name;y1998;y1999;y2000;y2001;y2002;y2003;y2004;y2005;y2006;y2007;y2008;y2009;y2010;y2011;y2012;y2013
Teresia;0;0;10;0;0;0;0;0;0;0;0;0;0;0;0;0
Tess;16;16;27;27;34;45;55;41;37;39;19;37;20;27;15;12
Thea;50;70;103;158;311;386;374;353;320;277;293;313;313;294;220;219
Thelise;0;0;0;0;0;0;0;0;10;0;0;0;0;0;0;0
Thelma;0;0;0;58;52;26;35;25;27;30;40;33;36;40;27;34
Theodora;0;0;0;0;0;10;0;0;0;11;0;0;0;0;14;13
Therese;127;116;67;73;60;31;35;27;22;22;16;10;12;13;0;0
Therése;15;19;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Thilda;15;15;20;25;42;46;43;33;38;24;20;30;29;24;38;28
Thilde;0;0;18;29;28;43;35;37;27;29;24;37;82;54;46;54
Thindra;0;0;0;0;0;16;26;27;25;27;21;14;12;0;17;19
Thyra;0;0;0;11;16;23;37;29;39;28;29;19;27;30;27;31
Tiara;0;0;0;0;0;0;0;0;0;0;0;0;0;10;0;0
Tiffany;12;11;13;19;23;17;13;26;11;14;13;0;18;0;14;11
Tilda;152;229;373;416;524;505;510;432;432;340;312;268;279;211;180;165
Tilde;57;132;257;377;413;426;440;378;327;342;311;288;349;271;237;225
Tilia;0;0;0;0;0;0;11;0;10;11;13;14;11;11;12;10
Tilja;0;0;0;0;0;0;0;0;0;0;0;0;11;0;0;0
Tilly;0;0;0;0;0;0;11;10;15;14;13;31;13;12;20;19
Tina;29;38;39;22;36;36;33;21;31;23;21;24;21;18;13;0
Tindra;0;25;49;126;314;440;467;499;486;404;379;339;293;229;176;160
Tintin;10;13;22;19;18;17;19;20;13;19;16;0;0;10;12;10
Tone;0;0;0;0;0;11;0;11;0;0;0;0;0;0;0;10
Tora;21;19;24;36;28;26;32;23;22;32;31;23;42;38;29;34
Tova;82;138;172;173;196;200;202;174;156;127;76;86;116;79;68;67
Towa;11;0;14;12;13;11;11;18;0;0;0;0;0;0;0;0
Tove;117;130;142;161;148;153;111;101;109;83;64;71;207;177;130;112
Towe;14;0;0;15;0;0;0;0;0;0;0;0;11;0;0;0
Tua;0;0;0;11;0;0;12;0;0;0;0;0;0;0;0;0
Tuva;47;68;103;198;271;290;373;360;382;407;407;384;413;384;339;274
Tuwa;0;0;0;0;0;0;16;0;14;17;12;0;12;0;16;12
Tuva0Li;0;0;0;0;0;0;0;0;12;0;13;12;19;17;12;23
Tyra;26;40;44;87;106;181;192;277;338;308;316;303;382;303;333;291
Ulrika;22;11;0;13;11;0;0;0;0;0;0;0;0;0;0;0
Uma;0;0;0;0;0;0;0;0;0;12;10;0;13;0;0;0
Unni;0;0;0;0;0;0;0;0;0;0;0;12;0;0;0;0
Valencia;0;0;0;0;0;0;0;0;0;0;0;0;14;0;0;15
Valentina;17;17;17;15;20;25;27;17;17;26;30;42;35;49;44;44
Valeria;0;0;0;0;0;0;0;0;0;0;0;0;0;12;0;13
Vanesa;0;0;0;0;0;10;0;0;0;0;0;0;0;0;0;0
Vanessa;63;63;79;71;89;67;83;88;97;103;89;116;113;103;84;78
Vanja;19;20;19;23;23;26;26;24;21;28;26;29;26;20;23;22
Vanna;0;0;0;0;0;10;0;13;11;13;14;12;0;13;0;0
Vega;0;0;0;0;14;15;22;23;29;28;34;28;46;51;45;43
Vendela;103;103;106;102;123;119;135;115;110;90;103;87;78;58;44;63
Wendela;0;0;27;0;0;12;15;0;0;15;11;12;17;11;12;14
Vera;46;63;67;111;102;147;175;207;231;271;281;314;381;373;377;414
Wera;0;0;0;10;0;14;0;0;11;17;15;17;18;27;25;32
Veronica;46;49;38;22;23;20;10;12;14;23;0;14;13;10;11;0
Veronika;0;16;19;0;10;0;14;10;11;0;0;10;12;11;10;0
Whilma;0;0;0;10;0;0;0;0;0;0;0;0;0;0;0;0
Victoria;210;194;179;121;134;123;96;99;81;78;84;88;77;82;85;78
Vida;0;0;0;0;0;0;11;13;0;11;15;16;20;19;23;44
Viktoria;101;86;85;61;67;60;60;47;49;50;51;42;39;45;33;34
Wiktoria;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11
Vilda;0;0;15;0;18;33;33;35;42;64;64;80;73;84;94;72
Wilda;0;0;0;15;25;26;40;34;56;45;59;63;81;59;51;70
Vilhelmina;0;0;0;0;0;0;0;0;0;0;0;0;0;10;0;0
Wilhelmina;0;0;0;0;0;0;0;0;0;0;10;10;13;10;0;0
Vilja;0;0;0;0;11;14;18;20;23;23;31;46;53;43;50;42
Wilja;0;0;0;0;0;0;0;0;0;0;11;18;21;23;21;30
Villemo;0;0;0;0;0;0;0;10;0;0;0;0;0;13;14;0
Vilma;258;271;242;157;155;157;174;154;191;196;135;158;187;148;137;140
Wilma;575;573;887;731;732;713;623;592;652;719;562;504;546;503;433;456
Viola;13;17;19;11;14;21;14;32;36;52;63;66;76;79;81;89
Vira;0;0;0;0;0;0;0;0;0;10;0;0;11;0;0;10
Yara;0;0;0;0;0;0;0;14;13;20;26;25;26;26;34;18
Yasmin;12;25;29;23;19;28;31;26;36;47;49;40;48;51;51;43
Yasmina;0;0;0;0;0;0;0;0;0;10;0;0;0;0;0;0
Yasmine;17;21;18;19;21;27;21;22;31;21;20;24;20;14;18;18
Ylva;37;40;32;52;49;62;41;32;42;51;41;58;46;39;48;56
Yrsa;0;0;0;0;17;0;0;0;0;0;0;0;0;0;0;0
Yusra;0;0;0;0;0;0;0;0;0;10;0;0;17;10;14;16
Zahra;13;14;10;13;19;13;21;25;26;21;18;28;29;20;27;26
Zahraa;0;0;0;0;10;0;0;14;0;18;20;14;16;16;17;18
Zainab;0;14;13;0;0;12;12;16;0;14;15;27;20;21;28;19
Zandra;14;0;10;0;0;0;0;0;0;0;0;0;0;0;0;0
Zanna;0;0;0;0;13;0;0;0;0;0;0;0;0;0;0;0
Zara;0;0;11;12;14;14;0;0;17;14;13;21;0;15;18;18
Zeinab;0;10;10;0;10;0;0;0;0;11;12;12;12;10;13;19
Zelda;0;0;0;0;0;0;0;17;11;13;19;24;27;30;28;27
Zeynep;0;0;0;0;0;0;0;0;0;0;0;0;11;0;0;0
Zilan;0;0;0;0;0;0;0;0;11;0;0;0;0;0;0;0
Zoe;0;0;0;0;11;12;0;0;22;28;24;26;29;43;40;52
Zoey;0;0;0;0;0;0;0;0;0;0;0;0;0;10;26;30
Zuzanna;0;0;0;0;0;0;0;0;0;0;0;10;0;15;0;0
Åsa;13;13;18;10;0;10;0;17;0;0;0;0;0;0;0;0
Ängla;0;0;0;0;0;11;0;24;36;31;28;11;0;12;13;0
